Cell_ID,Filename,Group,Region,Marker_status,Nucleus_area_um2,AF488_intensity,AF647_intensity,DAPI_coverage_pct
285,CON_CC_02.czi,CON,Corpus callosum,Negative (DAPI only),47.9,922.0,629.0,88.9
286,CON_CC_02.czi,CON,Corpus callosum,Negative (DAPI only),43.7,2299.0,465.0,90.7
287,CON_CC_02.czi,CON,Corpus callosum,Negative (DAPI only),38.0,2254.0,433.0,89.7
288,CON_CC_02.czi,CON,Corpus callosum,Olig2+ only,39.0,4040.0,825.0,91.4
289,CON_CC_02.czi,CON,Corpus callosum,Ki67+ only,39.4,1748.0,2733.0,95.6
290,CON_CC_02.czi,CON,Corpus callosum,Olig2+ only,40.4,4528.0,1471.0,95.0
291,CON_CC_02.czi,CON,Corpus callosum,Ki67+ only,37.3,1698.0,1888.0,78.0
292,CON_CC_02.czi,CON,Corpus callosum,Negative (DAPI only),30.5,1992.0,680.0,95.9
293,CON_CC_02.czi,CON,Corpus callosum,Negative (DAPI only),41.2,2479.0,455.0,96.5
294,CON_CC_02.czi,CON,Corpus callosum,Negative (DAPI only),34.7,1964.0,1056.0,87.5
295,CON_CC_02.czi,CON,Corpus callosum,Olig2+ only,39.6,2907.0,1378.0,98.2
296,CON_CC_02.czi,CON,Corpus callosum,Olig2+ only,32.1,3888.0,652.0,76.8
297,CON_CC_02.czi,CON,Corpus callosum,Olig2+ Ki67+,34.0,4294.0,2289.0,96.5
298,CON_CC_02.czi,CON,Corpus callosum,Negative (DAPI only),54.2,1725.0,486.0,90.8
299,CON_CC_02.czi,CON,Corpus callosum,Olig2+ only,46.2,3691.0,1367.0,97.5
300,CON_CC_02.czi,CON,Corpus callosum,Olig2+ only,41.7,3926.0,466.0,91.2
301,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,44.7,4901.0,786.0,95.8
302,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),34.1,905.0,344.0,92.4
303,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),36.9,1108.0,665.0,91.1
304,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),34.2,1702.0,1336.0,84.4
305,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,35.6,3071.0,382.0,78.3
306,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,44.3,3259.0,539.0,90.2
307,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),36.5,2372.0,831.0,75.8
308,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),37.3,2092.0,1232.0,86.6
309,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,39.6,2889.0,528.0,96.9
310,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),30.0,2179.0,1130.0,96.4
311,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,28.7,4361.0,1334.0,96.7
312,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),45.6,1254.0,1215.0,93.1
313,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,34.2,4329.0,443.0,94.0
314,CON_CC_03.czi,CON,Corpus callosum,Olig2+ Ki67+,33.3,3156.0,4563.0,87.7
315,CON_CC_03.czi,CON,Corpus callosum,Ki67+ only,33.8,1348.0,1560.0,87.5
316,CON_CC_03.czi,CON,Corpus callosum,Olig2+ Ki67+,36.6,3436.0,2759.0,89.9
317,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),39.9,1541.0,510.0,96.6
318,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),37.3,1782.0,729.0,94.5
319,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),36.3,1577.0,445.0,74.7
320,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),38.8,1412.0,827.0,89.6
321,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,37.9,2521.0,843.0,90.7
322,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,38.3,3497.0,925.0,88.9
323,CON_CC_03.czi,CON,Corpus callosum,Negative (DAPI only),41.0,1388.0,739.0,95.2
324,CON_CC_03.czi,CON,Corpus callosum,Ki67+ only,39.0,1490.0,1642.0,94.6
325,CON_CC_03.czi,CON,Corpus callosum,Olig2+ only,34.2,3381.0,486.0,93.0
326,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),39.3,2315.0,677.0,96.4
327,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),29.4,2079.0,627.0,94.2
328,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),40.7,2436.0,804.0,97.0
329,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),39.5,2315.0,1415.0,93.3
330,CON_CC_04.czi,CON,Corpus callosum,Olig2+ only,35.0,3459.0,763.0,95.5
331,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),34.2,1258.0,681.0,92.6
332,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),38.8,573.0,1325.0,96.4
333,CON_CC_04.czi,CON,Corpus callosum,Olig2+ Ki67+,43.2,3636.0,1510.0,92.3
334,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),38.1,1644.0,769.0,95.7
335,CON_CC_04.czi,CON,Corpus callosum,Olig2+ Ki67+,42.1,4536.0,1661.0,95.5
336,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),42.1,833.0,814.0,89.9
337,CON_CC_04.czi,CON,Corpus callosum,Olig2+ Ki67+,46.0,3359.0,1919.0,86.1
338,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),33.2,1852.0,693.0,86.6
339,CON_CC_04.czi,CON,Corpus callosum,Olig2+ Ki67+,29.0,3206.0,1509.0,97.8
340,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),26.2,1230.0,592.0,95.2
341,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),41.9,971.0,511.0,74.2
342,CON_CC_04.czi,CON,Corpus callosum,Ki67+ only,42.2,1744.0,1765.0,96.6
343,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),40.2,1226.0,1047.0,86.2
344,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),39.0,640.0,946.0,95.9
345,CON_CC_04.czi,CON,Corpus callosum,Olig2+ Ki67+,36.4,3303.0,1634.0,96.1
346,CON_CC_04.czi,CON,Corpus callosum,Olig2+ only,40.7,3873.0,1093.0,96.7
347,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),34.1,2330.0,677.0,92.9
348,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),43.0,1303.0,629.0,98.1
349,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),38.6,2093.0,898.0,88.4
350,CON_CC_04.czi,CON,Corpus callosum,Negative (DAPI only),41.9,2443.0,531.0,92.4
351,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,38.1,7497.0,1209.0,55.7
352,CON_CC_05.czi,CON,Corpus callosum,Ki67+ only,37.0,1807.0,2816.0,98.3
353,CON_CC_05.czi,CON,Corpus callosum,Negative (DAPI only),33.0,1751.0,770.0,75.6
354,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,31.2,2765.0,1118.0,59.2
355,CON_CC_05.czi,CON,Corpus callosum,Negative (DAPI only),38.7,1734.0,889.0,90.7
356,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,41.0,3776.0,607.0,89.4
357,CON_CC_05.czi,CON,Corpus callosum,Olig2+ Ki67+,35.8,3175.0,2387.0,87.4
358,CON_CC_05.czi,CON,Corpus callosum,Negative (DAPI only),30.5,1911.0,317.0,94.5
359,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,41.4,2953.0,996.0,86.8
360,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,46.3,3177.0,634.0,94.7
361,CON_CC_05.czi,CON,Corpus callosum,Ki67+ only,38.5,2448.0,2154.0,93.0
362,CON_CC_05.czi,CON,Corpus callosum,Negative (DAPI only),38.3,1365.0,1036.0,91.4
363,CON_CC_05.czi,CON,Corpus callosum,Olig2+ Ki67+,33.8,5406.0,1537.0,95.8
364,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,41.0,2811.0,709.0,92.0
365,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,33.1,5120.0,1026.0,93.3
366,CON_CC_05.czi,CON,Corpus callosum,Negative (DAPI only),33.4,2132.0,773.0,97.8
367,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,23.0,4092.0,1103.0,85.9
368,CON_CC_05.czi,CON,Corpus callosum,Negative (DAPI only),47.1,2210.0,852.0,93.2
369,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,41.3,2634.0,761.0,91.2
370,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,33.8,5475.0,1020.0,90.8
371,CON_CC_05.czi,CON,Corpus callosum,Negative (DAPI only),33.4,1962.0,657.0,96.4
372,CON_CC_05.czi,CON,Corpus callosum,Ki67+ only,46.5,1187.0,1794.0,90.5
373,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,38.4,5646.0,902.0,92.7
374,CON_CC_05.czi,CON,Corpus callosum,Negative (DAPI only),38.6,1124.0,856.0,89.5
375,CON_CC_05.czi,CON,Corpus callosum,Olig2+ only,33.0,4049.0,742.0,95.7
376,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),37.6,1450.0,323.0,99.1
377,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),33.0,986.0,707.0,98.2
378,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,36.1,4333.0,669.0,94.9
379,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),38.3,546.0,1377.0,96.8
380,CON_CC_06.czi,CON,Corpus callosum,Ki67+ only,34.1,1877.0,1728.0,94.6
381,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),38.1,2387.0,620.0,89.3
382,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,29.1,2942.0,456.0,88.6
383,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,40.2,3580.0,594.0,73.3
384,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),39.7,1739.0,983.0,95.5
385,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),33.6,1935.0,1215.0,90.8
386,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,43.8,2775.0,1179.0,94.3
387,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,36.4,2567.0,659.0,83.9
388,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),41.2,1520.0,1366.0,79.7
389,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),43.6,1846.0,573.0,95.3
390,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),40.8,1595.0,992.0,92.8
391,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,30.4,2824.0,801.0,93.6
392,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,33.4,2724.0,333.0,98.1
393,CON_CC_06.czi,CON,Corpus callosum,Ki67+ only,28.8,1089.0,1831.0,74.6
394,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),45.2,1430.0,1034.0,96.9
395,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,39.1,3149.0,784.0,79.9
396,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),28.9,1388.0,277.0,90.1
397,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),32.5,694.0,291.0,63.1
398,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,43.3,2742.0,601.0,91.7
399,CON_CC_06.czi,CON,Corpus callosum,Negative (DAPI only),37.9,1367.0,374.0,98.4
400,CON_CC_06.czi,CON,Corpus callosum,Olig2+ only,41.1,4066.0,394.0,96.3
401,CON_CC_07.czi,CON,Corpus callosum,Olig2+ only,41.7,3829.0,761.0,96.8
402,CON_CC_07.czi,CON,Corpus callosum,Ki67+ only,48.6,1068.0,1917.0,89.9
403,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),32.1,2474.0,611.0,68.3
404,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),35.4,1136.0,411.0,80.8
405,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),35.5,1892.0,681.0,97.4
406,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),38.7,1029.0,916.0,92.6
407,CON_CC_07.czi,CON,Corpus callosum,Olig2+ only,42.9,3497.0,814.0,94.9
408,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),33.2,1428.0,335.0,88.7
409,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),31.5,837.0,1343.0,90.9
410,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),36.6,2372.0,918.0,88.7
411,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),33.0,2413.0,786.0,95.7
412,CON_CC_07.czi,CON,Corpus callosum,Olig2+ Ki67+,42.2,5588.0,1576.0,90.7
413,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),34.9,1153.0,1296.0,88.4
414,CON_CC_07.czi,CON,Corpus callosum,Olig2+ only,28.9,2610.0,366.0,94.8
415,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),32.3,1569.0,630.0,94.3
416,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),35.5,1539.0,817.0,96.3
417,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),45.8,1985.0,729.0,80.4
418,CON_CC_07.czi,CON,Corpus callosum,Olig2+ only,40.2,2553.0,969.0,93.1
419,CON_CC_07.czi,CON,Corpus callosum,Olig2+ only,40.9,3389.0,275.0,82.6
420,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),40.1,1838.0,1284.0,87.7
421,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),30.9,2121.0,1091.0,87.1
422,CON_CC_07.czi,CON,Corpus callosum,Ki67+ only,41.2,2057.0,3176.0,96.5
423,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),37.9,2434.0,1419.0,92.3
424,CON_CC_07.czi,CON,Corpus callosum,Negative (DAPI only),37.5,1062.0,384.0,84.4
425,CON_CC_07.czi,CON,Corpus callosum,Olig2+ only,39.9,2651.0,728.0,92.6
426,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),40.4,1728.0,490.0,88.1
427,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,33.2,3539.0,918.0,93.7
428,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,34.9,3367.0,734.0,92.6
429,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,38.3,3768.0,1176.0,96.8
430,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),38.3,2318.0,1168.0,90.6
431,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,24.0,5012.0,1049.0,96.3
432,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),38.5,1668.0,592.0,91.4
433,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,45.6,3198.0,660.0,86.2
434,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,32.3,3015.0,1209.0,94.5
435,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,32.3,3012.0,1212.0,93.3
436,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),32.1,1718.0,867.0,97.5
437,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,51.5,4174.0,1158.0,97.2
438,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,29.6,7181.0,1166.0,87.1
439,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),44.1,1361.0,994.0,96.9
440,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,30.1,3474.0,1286.0,97.2
441,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,42.6,4790.0,808.0,99.0
442,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),35.9,647.0,609.0,93.1
443,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,34.2,2825.0,1292.0,93.4
444,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,29.7,2541.0,752.0,88.5
445,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),40.7,1688.0,998.0,78.6
446,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,32.6,2734.0,750.0,94.7
447,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),54.0,1948.0,1103.0,88.7
448,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),33.6,1193.0,1482.0,97.0
449,CON_CC_08.czi,CON,Corpus callosum,Olig2+ only,32.1,2622.0,497.0,80.6
450,CON_CC_08.czi,CON,Corpus callosum,Negative (DAPI only),30.4,1565.0,941.0,93.7
451,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),45.7,1485.0,799.0,94.2
452,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),43.9,1708.0,567.0,79.6
453,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,31.8,4783.0,503.0,96.5
454,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,35.2,4124.0,1393.0,94.6
455,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,37.8,4184.0,336.0,91.4
456,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),43.5,1386.0,588.0,95.5
457,CON_CC_09.czi,CON,Corpus callosum,Ki67+ only,33.2,1906.0,1899.0,97.8
458,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),38.4,932.0,1396.0,95.1
459,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),39.1,1534.0,1081.0,92.5
460,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,34.0,2804.0,1126.0,91.4
461,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),33.3,1548.0,892.0,96.6
462,CON_CC_09.czi,CON,Corpus callosum,Olig2+ Ki67+,38.8,3506.0,2278.0,86.4
463,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,37.9,2531.0,518.0,92.3
464,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),34.9,1935.0,678.0,82.2
465,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),33.8,1198.0,529.0,95.7
466,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),37.9,1795.0,903.0,95.2
467,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,28.7,3119.0,543.0,98.4
468,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),40.6,1962.0,933.0,84.6
469,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,37.8,2966.0,704.0,96.0
470,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,34.9,5634.0,776.0,75.0
471,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,29.6,3392.0,496.0,92.7
472,CON_CC_09.czi,CON,Corpus callosum,Olig2+ only,40.6,4060.0,1130.0,95.8
473,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),46.1,1965.0,713.0,89.2
474,CON_CC_09.czi,CON,Corpus callosum,Olig2+ Ki67+,34.7,3248.0,2143.0,95.2
475,CON_CC_09.czi,CON,Corpus callosum,Negative (DAPI only),31.3,2347.0,1257.0,89.0
476,CON_CC_10.czi,CON,Corpus callosum,Ki67+ only,39.9,1967.0,2643.0,84.4
477,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,33.9,3065.0,1062.0,93.4
478,CON_CC_10.czi,CON,Corpus callosum,Ki67+ only,38.8,860.0,1736.0,94.8
479,CON_CC_10.czi,CON,Corpus callosum,Ki67+ only,40.7,1648.0,1880.0,94.4
480,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),41.5,2431.0,721.0,92.9
481,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,45.3,3088.0,1316.0,96.7
482,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,37.0,2738.0,1222.0,95.4
483,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,36.3,3512.0,1115.0,93.1
484,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,27.9,5094.0,893.0,89.9
485,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,39.5,3477.0,915.0,96.3
486,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),33.4,2118.0,697.0,94.1
487,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),24.1,1814.0,1000.0,96.5
488,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,34.3,2756.0,513.0,94.9
489,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),29.7,1641.0,1032.0,87.4
490,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),33.5,1881.0,469.0,93.7
491,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,39.2,5494.0,1026.0,95.3
492,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,43.3,5363.0,809.0,94.8
493,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),24.6,1889.0,729.0,90.7
494,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),35.2,1515.0,1239.0,97.4
495,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),33.1,2414.0,607.0,97.7
496,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),34.9,1968.0,683.0,90.3
497,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),37.7,2330.0,933.0,97.7
498,CON_CC_10.czi,CON,Corpus callosum,Negative (DAPI only),41.0,1068.0,838.0,86.0
499,CON_CC_10.czi,CON,Corpus callosum,Olig2+ Ki67+,39.9,5675.0,2401.0,90.6
500,CON_CC_10.czi,CON,Corpus callosum,Olig2+ only,27.6,3097.0,1083.0,96.3
501,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),40.5,565.0,527.0,92.4
502,DRUG_CTX_01.czi,DRUG,Cortex,Ki67+ only,41.2,696.0,1702.0,95.8
503,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),34.4,2017.0,525.0,86.1
504,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),29.9,1300.0,749.0,89.0
505,DRUG_CTX_01.czi,DRUG,Cortex,Olig2+ Ki67+,39.5,5450.0,1945.0,93.5
506,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),38.4,1196.0,965.0,91.5
507,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),36.7,746.0,754.0,59.3
508,DRUG_CTX_01.czi,DRUG,Cortex,Ki67+ only,40.6,424.0,1674.0,79.8
509,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),41.6,1148.0,687.0,92.5
510,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),26.5,1619.0,745.0,90.8
511,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),40.2,1398.0,888.0,97.7
512,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),36.5,1169.0,1047.0,96.2
513,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),52.1,671.0,712.0,97.0
514,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),33.7,1422.0,1019.0,96.7
515,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),30.8,1011.0,932.0,95.2
516,DRUG_CTX_01.czi,DRUG,Cortex,Ki67+ only,41.9,1181.0,2085.0,93.7
517,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),40.1,737.0,577.0,82.2
518,DRUG_CTX_01.czi,DRUG,Cortex,Olig2+ Ki67+,32.3,3408.0,1734.0,82.3
519,DRUG_CTX_01.czi,DRUG,Cortex,Ki67+ only,44.4,672.0,1683.0,89.2
520,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),37.3,1066.0,1488.0,97.6
521,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),47.3,528.0,606.0,97.2
522,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),31.3,1950.0,1078.0,94.4
523,DRUG_CTX_01.czi,DRUG,Cortex,Negative (DAPI only),33.3,1555.0,716.0,86.8
524,DRUG_CTX_01.czi,DRUG,Cortex,Ki67+ only,34.8,1486.0,1747.0,98.4
525,DRUG_CTX_01.czi,DRUG,Cortex,Olig2+ Ki67+,44.4,2530.0,1622.0,98.4
526,DRUG_CTX_02.czi,DRUG,Cortex,Olig2+ Ki67+,34.6,4675.0,1856.0,86.7
527,DRUG_CTX_02.czi,DRUG,Cortex,Ki67+ only,43.9,1286.0,1534.0,93.6
528,DRUG_CTX_02.czi,DRUG,Cortex,Olig2+ only,36.9,4843.0,815.0,95.9
529,DRUG_CTX_02.czi,DRUG,Cortex,Olig2+ only,39.1,2822.0,1207.0,92.9
530,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),43.7,1191.0,1386.0,89.9
531,DRUG_CTX_02.czi,DRUG,Cortex,Ki67+ only,46.5,1061.0,1598.0,96.2
532,DRUG_CTX_02.czi,DRUG,Cortex,Olig2+ Ki67+,42.6,4465.0,2407.0,91.2
533,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),39.1,2387.0,433.0,97.2
534,DRUG_CTX_02.czi,DRUG,Cortex,Ki67+ only,32.3,1313.0,2698.0,90.0
535,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),33.8,1282.0,1210.0,97.8
536,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),50.0,795.0,1205.0,91.1
537,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),38.9,1098.0,1092.0,98.2
538,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),32.0,1104.0,1442.0,97.3
539,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),46.8,1370.0,1193.0,94.5
540,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),26.8,1362.0,855.0,90.4
541,DRUG_CTX_02.czi,DRUG,Cortex,Olig2+ only,44.9,3148.0,748.0,92.3
542,DRUG_CTX_02.czi,DRUG,Cortex,Ki67+ only,40.3,1049.0,1785.0,95.1
543,DRUG_CTX_02.czi,DRUG,Cortex,Ki67+ only,38.6,1088.0,1713.0,89.6
544,DRUG_CTX_02.czi,DRUG,Cortex,Olig2+ only,32.9,3203.0,923.0,98.7
545,DRUG_CTX_02.czi,DRUG,Cortex,Ki67+ only,43.8,2337.0,1538.0,91.3
546,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),42.1,2249.0,1001.0,92.9
547,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),44.9,2319.0,1171.0,97.3
548,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),28.9,706.0,449.0,91.0
549,DRUG_CTX_02.czi,DRUG,Cortex,Ki67+ only,35.4,1310.0,1738.0,90.2
550,DRUG_CTX_02.czi,DRUG,Cortex,Negative (DAPI only),33.7,1213.0,1242.0,81.9
551,DRUG_CTX_03.czi,DRUG,Cortex,Negative (DAPI only),42.6,2000.0,831.0,97.5
552,DRUG_CTX_03.czi,DRUG,Cortex,Negative (DAPI only),47.9,1552.0,708.0,92.7
553,DRUG_CTX_03.czi,DRUG,Cortex,Olig2+ only,47.6,3492.0,1487.0,92.4
554,DRUG_CTX_03.czi,DRUG,Cortex,Olig2+ only,33.6,2647.0,701.0,83.4
555,DRUG_CTX_03.czi,DRUG,Cortex,Negative (DAPI only),41.4,2374.0,587.0,86.4
556,DRUG_CTX_03.czi,DRUG,Cortex,Ki67+ only,45.4,868.0,2742.0,97.8
